#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35FCC
#Date Time: 2019-09-20 13:09:45.679
#Start: 1 Hz
#Stop: 1e+07 Hz
#Steps: 200
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.42537 V
#Offset: 0.000183761 V
#Relative: no
#Channel: Channel 2
#Range: 5.47028 V
#Offset: -7.92091e-07 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (V),Channel 2 Magnitude (V),Channel 2 Phase (*)
1,0.01592150955424931,0.1826638828638972,119.1469155248565
1.084365968689611,0.01688403308687328,0.2027602998615479,116.9076969050254
1.175849554052158,0.01791749222973456,0.223245447634987,114.6335050862412
1.275051240713013,0.01909277206525764,0.2466934729678062,112.8782150518381
1.382622173764656,0.02035032027119046,0.2701217562825225,110.8908823517891
1.499268432786047,0.02175209979324121,0.2963747833094244,109.0451056393972
1.625755666443793,0.02323711070127836,0.3247643790090502,107.0680726668669
1.762914118095948,0.02486248342162622,0.3545155894801941,105.3771697488381
1.9116440753857,0.02662621964457289,0.38723987627135,103.7967850443931
2.07292177959537,0.02852939303488224,0.4218304346080879,102.2039373260023
2.247805833548725,0.0305864153066517,0.4598333904510176,100.6024167971677
2.437444150122221,0.03280960849478722,0.5003606400125602,99.08636589245089
2.643081486974109,0.03513433535108923,0.5444405988862075,97.63455166266148
2.86606761694825,0.03768375470502763,0.5916598692824233,96.25988290493534
3.107866187782014,0.04036554798548786,0.6426070396967311,94.95813941828142
3.370064329271925,0.04319845019598804,0.6981503688174443,93.62434552861035
3.654383070957254,0.04621988649714809,0.7566978536513587,92.3974021733529
3.962688638701478,0.04936907124331111,0.8208833018858385,91.08175282106238
4.297004704320835,0.05264341053806608,0.890567749773038,89.83260362494545
4.659525668664678,0.05605214875404317,0.9651414980506088,88.58245140366157
5.052631065335679,0.05958617965649512,1.044734187219951,87.32995306159944
5.478901179593946,0.06316805523612823,1.131550650866218,86.06995831867533
5.94113398496504,0.06686530971581343,1.223242509982767,84.83671374271566
6.44236350872137,0.07055835556409923,1.323455248802746,83.50706707679979
6.985879746785249,0.07427359873416982,1.430010258755749,82.17274255889281
7.57525025877192,0.07792843444827628,1.544083002376637,80.82044833115624
8.214343584919423,0.08154140860591556,1.66576878064749,79.42919063748258
8.907354638610439,0.08502855529492559,1.79674885277579,77.96373247077666
9.658832241158688,0.08843907294756023,1.935012085838307,76.46289068478205
10.47370897959449,0.09167698322361402,2.082269828400818,74.90322065577735
11.35733358343105,0.0947339698328704,2.238225988268066,73.27169189087567
12.31550603292826,0.09762801397088476,2.402220689318415,71.58177948790724
13.354515629299,0.1003053783207414,2.574621646607058,69.81749063639607
14.48118227674533,0.1027691002298692,2.755302381325481,67.97702024117837
15.70290124729378,0.1050355351682201,2.942845738741887,66.07572115988616
17.02769172225898,0.1071020977397588,3.137065302883922,64.09859605774218
18.46424942895543,0.1089394986987228,3.337811579476557,62.04793495399574
20.02200371815584,0.1106058453571573,3.542499798194985,59.94082091966958
21.71117945694501,0.1120899098778006,3.750413203498872,57.76899142804096
23.54286414322415,0.1133972327428755,3.960213929028574,55.54882925705596
25.52908068239516,0.114561291969066,4.169784342923017,53.27309693689182
27.68286630392067,0.1155707365768015,4.377946945465354,50.97666171493208
30.01835813575592,0.1164568057817206,4.582539224297966,48.65480205163023
32.55088599835057,0.1172512785712135,4.780849183628934,46.31524318055672
35.29707302730657,0.117930857544525,4.972962731987364,43.9947710539418
38.27494478516315,0.1185140704360121,5.156974914340672,41.68672381643785
41.50404757850472,0.1190364532680255,5.328904848349264,39.40419142436045
45.00557675700497,0.1194583533844255,5.498307386303365,37.25670401417139
48.80251583654424,0.1197747506295977,5.640207752436229,35.08322601088349
52.91978735958448,0.1201940901613602,5.799442757391744,32.93311536082872
57.38441648302393,0.1204403186590001,5.910277153600445,30.80310399210947
62.22570836730231,0.1207101067770517,6.035647407166383,28.82707322084527
67.475440531107,0.1209378373604637,6.142183160172807,26.96237085974315
73.16807143427192,0.1211083184710624,6.239199949005457,25.1641925765451
79.34096665797492,0.121299826844781,6.323695411588282,23.45929350888403
86.03464416684491,0.1214072310736469,6.402136299226719,21.84233175060774
93.29304026284677,0.1215360921752468,6.469953872942346,20.32172218848887
101.1637979766207,0.1216279315812201,6.531013199554121,18.87615619275806
109.6985797892382,0.1216977367253068,6.585973301007447,17.51839826691572
118.9534067370321,0.1217917856678817,6.63141023817888,16.25188548564245
128.9890261253308,0.1218584098120089,6.673264821459392,15.07576901049007
139.8713102647239,0.121887534315048,6.711772885489047,13.96528480692521
151.6716888470924,0.1219326721186406,6.7443196500939,12.92634553912749
164.4676177994663,0.1219910741811251,6.772324802045238,11.95831362453931
178.3430876931913,0.122001247488978,6.798916285680904,11.04246971397245
193.3891750455232,0.1220473477084252,6.821080935922004,10.19381799757755
209.7046401323231,0.1220615384433707,6.84152691749767,9.415367100799678
227.3965752357927,0.1220861766300985,6.859279668346272,8.676263240619775
246.5811075822599,0.122106832234022,6.873715356707403,7.98805849753046
267.3841615839949,0.1221332098115755,6.888089960469414,7.344408667055845
289.9422853882875,0.1221378641490114,6.900502221037,6.738687057534591
314.40354715915,0.122158114474827,6.911831240238599,6.170797958661439
340.9285069746814,0.1221298475758472,6.923001825214508,5.638047773916185
369.6912707195024,0.1221526600200481,6.93130930102438,5.151488646565184
400.8806328898465,0.1221767091510934,6.939833388370424,4.673145837704396
434.7013158125018,0.1221679341663399,6.94740896861998,4.220519269034384
471.3753134116719,0.1221910064741304,6.95270241349857,3.789430952897646
511.1433483440165,0.1221848114983978,6.958341602965615,3.397062891175494
554.2664520663095,0.1222117393787903,6.963505309953325,3.013319614285095
601.0276782070388,0.1221761716306638,6.969051505848642,2.62923266695077
651.733960488242,0.1222118336790096,6.972161157290898,2.294030912554902
706.7181273927491,0.1222129222756864,6.975074280433475,1.947922707496843
766.3410868007462,0.1222267314901823,6.976981519918279,1.624969499353895
830.9941949353387,0.1222491403121165,6.978177574257996,1.282172526625615
901.1018251665037,0.122244508645854,6.979787230159487,0.9486385463382447
977.1241535346502,0.1222615521154455,6.980086970117584,0.6347617140799144
1059.560179277616,0.1222635451223489,6.980233232745239,0.3326849897863013
1148.951000187309,0.1222662277244514,6.979262396980209,0.02708165581959321
1245.883364295008,0.1222651617869833,6.978488554888729,-0.2662618742317235
1350.993521198028,0.1222599366502025,6.977500408471347,-0.5960197106582736
1464.971398307285,0.1223068494893746,6.97224296974164,-0.8851153932303362
1588.565129428053,0.1223119973568974,6.968755647717821,-1.185230417857312
1722.585965398787,0.1223129036888747,6.964416404029768,-1.538786455460382
1867.913599020783,0.1223336092621027,6.957475510178734,-1.853399602759957
2025.501939230669,0.1223376328849486,6.95177414772818,-2.176203471602613
2196.385372416545,0.1223923461580344,6.942217811844477,-2.527740851102848
2381.685551976158,0.1224318559736733,6.932490250039779,-2.851846929744639
2582.618760682675,0.122469714052071,6.922401249171688,-3.200823111935419
2800.503894183631,0.1225169373098371,6.910359384859937,-3.584148582710895
3036.77111803546,0.1225848265325552,6.897071900879697,-3.953476711459363
3292.971255097148,0.1226031832582357,6.88538485739485,-4.34163586707986
3570.785964900463,0.1227022312207466,6.868534995619255,-4.725257002482465
3872.038781812557,0.1227709148111074,6.853210927091403,-5.122529016140064
4198.70708444391,0.12285207392622,6.837736204621899,-5.559525789632545
4552.935074866952,0.1229416895296452,6.821161985983013,-5.997417515840027
4937.047852838999,0.1230576197643009,6.804480224458197,-6.475406956172321
5353.566677410725,0.1232129835875019,6.784555273001304,-6.959126514516633
5805.225516094895,0.1233371938822236,6.767197538531066,-7.461405031713909
6294.988990221887,0.1232442019989781,6.749665983503816,-8.01613780789873
6826.071834272392,0.1236890636859905,6.729210753045441,-8.597115894150051
7401.959996915637,0.1238560119540304,6.709056676972163,-9.234953665660115
8026.433522257174,0.1240513427060586,6.686986691874832,-9.916191715377778
8703.591361485165,0.1243837044110439,6.664286441694387,-10.62983719179791
9437.87827777538,0.1247513955610044,6.642550737185466,-11.4207429723912
10234.11402105454,0.1251345646578466,6.616912478945594,-12.25426811159347
11097.52496412071,0.1255764519898119,6.585784751770781,-13.21149726603076
12033.77840777589,0.1262135794536258,6.551250677856061,-14.16439117952805
13049.01978014402,0.1268429551372711,6.514659466661037,-15.23967579050411
14149.91297434576,0.1275409047472742,6.475562416216405,-16.40247654619957
15343.68408930013,0.1283220095282014,6.431946776818216,-17.60949147653748
16638.16886076127,0.1292964574465464,6.380953709501459,-18.90683856364356
18041.86409392072,0.1304492644841344,6.324345418483444,-20.33256073173405
19563.98343517065,0.1318693275174069,6.253374244676939,-21.8330351705583
21214.5178491063,0.1333866246213432,6.177579615413088,-23.44935422537668
23004.30119772919,0.1352379204666741,6.093233689473458,-25.09259456020784
24945.08135230319,0.1371879354674448,6.004107852456377,-26.89152924080256
27049.59730463134,0.1395714183080884,5.900297935162451,-28.77000577819233
29331.66278390042,0.1424545270832836,5.780392401728557,-30.72222687598486
31806.25692794119,0.1455863800114331,5.653583440972504,-32.75002564687045
34489.6226040576,0.1492438314380264,5.511593140709582,-34.88122127802664
37399.37302478802,0.1532900609159721,5.361126602949655,-37.05600079966092
40554.60735840828,0.1581196403292273,5.192893863786225,-39.28669750650937
43976.03609302721,0.1635615214413009,5.02139950015064,-41.49870260293937
47686.11697714469,0.1693507786664745,4.8390647876255,-43.79899114513972
51709.2024289676,0.1764414604119902,4.64625533295793,-46.14157243014776
56071.69938205464,0.1843135119036589,4.441330926674629,-48.32239151626126
60802.24261649422,0.193156535551076,4.235160288549676,-50.64705595714308
65931.88271333542,0.2022200745896868,4.035218763185602,-52.8007677168382
71494.28986597578,0.2129302408004877,3.820931050452903,-54.99343928013738
77525.97488629464,0.224592494738853,3.616010068456136,-57.07717495192838
84066.52885618334,0.2376657228083567,3.405738990311361,-59.03577206851288
91158.88299750819,0.2516523852853201,3.204104808653487,-60.99746112648246
98849.59046625586,0.2671802548177398,3.00758714768381,-62.89148460413057
107189.1319205128,0.2838838869144075,2.813370063617234,-64.63858822755118
116232.2468679853,0.3021966765099894,2.628911278543783,-66.24202099130079
126038.2929679729,0.3213567905367586,2.452419967701542,-67.77537499488315
136671.6356462006,0.34218254266797,2.284170085198926,-69.22036146852473
148202.0705798858,0.3639331753065396,2.12727220277536,-70.57327433784263
160705.2818261638,0.3873126286131611,1.97517649828429,-71.8197805236868
174263.3386009651,0.4114316198220816,1.833289026888743,-72.95084994641716
188965.2339691212,0.4374506040062656,1.699784072622458,-74.06169324305446
204907.4689815846,0.4642362501301431,1.574764187733314,-75.00789087701065
222194.6860939523,0.4911242327229128,1.458994364443197,-75.85766030162011
